SectorName,ID64X,ID64Y,ID64Z,MaxYCoord,MaxZCoord,MaxXCoord
Oembainn,53,33,42,2535,30935,19135
Oembairrs,62,33,42,2535,30935,30655
Oembaish,50,33,42,2535,30935,15295
Oembaiss,60,33,42,2535,30935,28095
Oemogh,11,31,22,-25,5335,-34625
Oemogs,20,31,22,-25,5335,-23105
Oemolk,14,31,22,-25,5335,-30785
Oemoll,15,31,22,-25,5335,-29505
Oemorsts,19,31,22,-25,5335,-24385
Oenac,43,30,55,-1305,47575,6335
Oenad,44,30,55,-1305,47575,7615
Oenaf,46,30,55,-1305,47575,10175
Oenag,49,30,55,-1305,47575,14015
Oenaigy,35,30,55,-1305,47575,-3905
Oenailt,31,30,55,-1305,47575,-9025
Oenainth,38,30,55,-1305,47575,-65
Oenaiphs,39,30,55,-1305,47575,1215
Oenairks,32,30,55,-1305,47575,-7745
Oenarb,50,30,55,-1305,47575,15295
Oenavsky,45,30,55,-1305,47575,8895
Oenawsy,42,30,55,-1305,47575,5055
Oenolts,22,31,22,-25,5335,-20545
Oenownst,23,31,22,-25,5335,-19265
Oephaic,27,32,32,1255,18135,-14145
Oephaich,37,32,32,1255,18135,-1345
Oephaid,28,32,32,1255,18135,-12865
Oephaids,26,29,45,-2585,34775,-15425
Oephaidst,32,32,32,1255,18135,-7745
Oephaidy,31,29,45,-2585,34775,-9025
Oephaif,30,32,32,1255,18135,-10305
Oephaik,40,32,32,1255,18135,2495
Oephail,44,32,32,1255,18135,7615
Oephains,29,29,45,-2585,34775,-11585
Oephaint,30,29,45,-2585,34775,-10305
Oephaints,36,32,32,1255,18135,-2625
Oephairb,34,32,32,1255,18135,-5185
Oephaird,38,32,32,1255,18135,-65
Oephairgh,43,32,32,1255,18135,6335
Oephairrs,34,29,45,-2585,34775,-5185
Oephaiscs,25,32,32,1255,18135,-16705
Oephaism,27,29,45,-2585,34775,-14145
Oephaisp,28,29,45,-2585,34775,-12865
Oephaiss,32,29,45,-2585,34775,-7745
Oephaist,33,29,45,-2585,34775,-6465
Oephaivsky,29,32,32,1255,18135,-11585
Oephaiwsy,26,32,32,1255,18135,-15425
Oephaixt,35,29,45,-2585,34775,-3905
Oepholz,21,32,32,1255,18135,-21825
Oephonth,22,32,32,1255,18135,-20545
Oeshorps,53,32,32,1255,18135,19135
Oesords,40,30,17,-1305,-1065,2495
Oesorns,42,30,17,-1305,-1065,5055
Oesosks,52,30,17,-1305,-1065,17855
Oesotch,51,30,17,-1305,-1065,16575
Oesotl,38,30,17,-1305,-1065,-65
Oesotls,39,30,17,-1305,-1065,1215
Oesots,43,30,17,-1305,-1065,6335
Oesowls,44,30,17,-1305,-1065,7615
Oevasy,37,32,70,1255,66775,-1345
Oevaxy,38,32,70,1255,66775,-65
Ogaicy,32,32,34,1255,20695,-7745
Ogaifs,28,29,47,-2585,37335,-12865
Ogaift,30,29,47,-2585,37335,-10305
Ogaify,35,29,47,-2585,37335,-3905
Ogaihs,20,32,34,1255,20695,-23105
Ogaims,26,32,34,1255,20695,-15425
Ogaimy,38,32,34,1255,20695,-65
Ogainks,40,32,34,1255,20695,2495
Ogaipr,32,29,47,-2585,37335,-7745
Ogaipt,34,29,47,-2585,37335,-5185
Ogairbs,21,32,34,1255,20695,-21825
Ogairp,22,32,34,1255,20695,-20545
Ogairr,28,32,34,1255,20695,-12865
Ogairt,34,32,34,1255,20695,-5185
Ogairy,39,32,34,1255,20695,1215
Ogaiths,27,29,47,-2585,37335,-14145
Ogaiw,27,32,34,1255,20695,-14145
Ogaiws,36,32,34,1255,20695,-2625
Ognairts,35,34,49,3815,39895,-3905
Ongaihn,43,32,34,1255,20695,6335
Ongair,47,32,34,1255,20695,11455
Ongairk,44,32,34,1255,20695,7615
Ongairm,48,32,34,1255,20695,12735
Ongais,49,32,34,1255,20695,14015
Oob Aeb,30,32,8,1255,-12585,-10305
Oob Aewsy,54,32,8,1255,-12585,20415
Oob Ain,54,32,10,1255,-10025,20415
Oob Airg,30,32,10,1255,-10025,-10305
Oob Airgh,22,32,10,1255,-10025,-20545
Oob Airl,30,33,10,2535,-10025,-10305
Oob Aoc,60,32,32,1255,18135,28095
Oob Aod,62,32,32,1255,18135,30655
Oob Aoscs,52,32,32,1255,18135,17855
Oob Aowsy,54,32,32,1255,18135,20415
Oob Aub,54,32,34,1255,20695,20415
Oob Auc,20,33,34,2535,20695,-23105
Oob Aud,22,33,34,2535,20695,-20545
Oob Auf,30,33,34,2535,20695,-10305
Oob Auscs,60,32,34,1255,20695,28095
Oob Ausms,52,33,34,2535,20695,17855
Oob Auvsky,28,33,34,2535,20695,-12865
Oob Auwsy,62,32,34,1255,20695,30655
Oob Brai,30,32,42,1255,30935,-10305
Oob Brao,28,33,42,2535,30935,-12865
Oob Brau,30,33,42,2535,30935,-10305
Oob Bre,52,32,42,1255,30935,17855
Oob Bri,22,33,42,2535,30935,-20545
Oob Bro,52,33,42,2535,30935,17855
Oob Broae,60,32,42,1255,30935,28095
Oob Broo,20,32,42,1255,30935,-23105
Oob Bruae,20,33,42,2535,30935,-23105
Oob Brue,28,32,42,1255,30935,-12865
Oob Chraea,20,32,40,1255,28375,-23105
Oob Chraei,52,32,40,1255,28375,17855
Oob Chrea,54,32,40,1255,28375,20415
Oob Chreou,30,32,40,1255,28375,-10305
Oob Chruia,60,32,40,1255,28375,28095
Oob Flaae,20,32,32,1255,18135,-23105
Oob Freau,30,32,34,1255,20695,-10305
Oob Free,52,32,34,1255,20695,17855
Oob Phlai,28,32,8,1255,-12585,-12865
Oob Phylaa,62,33,40,2535,28375,30655
Oob Phylio,52,33,40,2535,28375,17855
Oob Phyloe,30,33,40,2535,28375,-10305
Oob Phyloea,54,33,40,2535,28375,20415
Oob Phyloi,60,33,40,2535,28375,28095
Oob Scraa,52,33,32,2535,18135,17855
Oob Scroe,20,33,32,2535,18135,-23105
Oob Scroea,28,33,32,2535,18135,-12865
Oob Scroi,30,33,32,2535,18135,-10305
Oob Scrua,54,33,32,2535,18135,20415
Ooc Chraea,65,32,40,1255,28375,34495
Ooc Fleau,67,32,32,1255,18135,37055
Ooch Aoscs,37,34,32,3815,18135,-1345
Ooch Aowsy,39,34,32,3815,18135,1215
Ooch Brou,47,34,42,3815,30935,11455
Ooch Chraei,37,34,40,3815,28375,-1345
Ooch Chrea,39,34,40,3815,28375,1215
Ooch Chruia,45,34,40,3815,28375,8895
Oochaiky,57,30,50,-1305,41175,24255
Oochaipy,60,30,50,-1305,41175,28095
Oochairshch,58,30,50,-1305,41175,25535
Oochody,36,31,17,-25,-1065,-2625
Oochont,35,31,17,-25,-1065,-3905
Oochonz,41,31,17,-25,-1065,3775
Oochorphs,45,31,17,-25,-1065,8895
Oochorrs,39,31,17,-25,-1065,1215
Oochorsch,44,31,17,-25,-1065,7615
Oochoss,37,31,17,-25,-1065,-1345
Oochost,38,31,17,-25,-1065,-65
Oochosts,46,31,17,-25,-1065,10175
Oochosy,42,31,17,-25,-1065,5055
Oochosys,47,31,17,-25,-1065,11455
Oochoth,49,31,17,-25,-1065,14015
Oochoxt,40,31,17,-25,-1065,2495
Ooctact,45,32,65,1255,60375,8895
Ooctarbs,48,32,65,1255,60375,12735
Ooctarn,44,32,65,1255,60375,7615
Ooctarp,49,32,65,1255,60375,14015
Ooctas,41,32,65,1255,60375,3775
Ooctat,46,32,65,1255,60375,10175
Ooctatts,50,32,65,1255,60375,15295
Ooctols,25,33,32,2535,18135,-16705
Ooctolt,27,33,32,2535,18135,-14145
Ood Flaae,68,32,32,1255,18135,38335
Ood Fleau,70,32,32,1255,18135,40895
Ood Fruia,68,32,34,1255,20695,38335
Oodairnt,27,29,40,-2585,28375,-14145
Oodaitt,28,29,40,-2585,28375,-12865
Oodgolf,63,32,27,1255,11735,31935
Oodgolks,65,32,27,1255,11735,34495
Oodgonns,61,32,27,1255,11735,29375
Oodgosly,66,32,27,1255,11735,35775
Oodgowry,59,32,27,1255,11735,26815
Oofaich,47,32,27,1255,11735,11455
Oofaidy,41,29,40,-2585,28375,3775
Oofaih,45,32,27,1255,11735,8895
Oofail,54,32,27,1255,11735,20415
Oofaills,51,32,27,1255,11735,16575
Oofain,57,32,27,1255,11735,24255
Oofaing,31,29,40,-2585,28375,-9025
Oofaink,33,29,40,-2585,28375,-6465
Oofainn,35,29,40,-2585,28375,-3905
Oofainz,46,29,40,-2585,28375,10175
Oofairg,55,32,27,1255,11735,21695
Oofairgh,53,32,27,1255,11735,19135
Oofairrs,44,29,40,-2585,28375,7615
Oofaisc,30,29,40,-2585,28375,-10305
Oofaisk,34,29,40,-2585,28375,-5185
Oofaisp,38,29,40,-2585,28375,-65
Oofaist,43,29,40,-2585,28375,6335
Oofaixt,45,29,40,-2585,28375,8895
Ooh Aoc,41,34,32,3815,18135,3775
Ooh Aod,43,34,32,3815,18135,6335
Ooh Aub,35,34,34,3815,20695,-3905
Ooh Bre,33,34,42,3815,30935,-6465
Ooh Brou,43,34,42,3815,30935,6335
Ooh Chraei,33,34,40,3815,28375,-6465
Ooh Chrea,35,34,40,3815,28375,-3905
Ooh Chroa,43,34,40,3815,28375,6335
Ooh Chruia,41,34,40,3815,28375,3775
Ooh Free,33,34,34,3815,20695,-6465
Ook Chrie,28,34,40,3815,28375,-12865
Ook Fraae,28,34,34,3815,20695,-12865
Oolls Brue,29,34,42,3815,30935,-11585
Oolls Chraea,21,34,40,3815,28375,-21825
Oolls Flee,29,34,32,3815,18135,-11585
Oolls Fraae,29,34,34,3815,20695,-11585
Oombad,21,31,55,-25,47575,-21825
Oombadst,25,31,55,-25,47575,-16705
Oombag,26,31,55,-25,47575,-15425
Oombah,28,31,55,-25,47575,-12865
Oombailt,8,31,55,-25,47575,-38465
Oombailz,14,31,55,-25,47575,-30785
Oombairks,9,31,55,-25,47575,-37185
Oombairps,11,31,55,-25,47575,-34625
Oombaiwns,13,31,55,-25,47575,-32065
Oombascs,18,31,55,-25,47575,-25665
Oonts Aowsy,38,34,32,3815,18135,-65
Oonts Auscs,44,34,34,3815,20695,7615
Oonts Chraei,36,34,40,3815,28375,-2625
Oonts Chrea,38,34,40,3815,28375,-65
Oopaids,31,34,42,3815,30935,-9025
Oopaidy,36,34,42,3815,30935,-2625
Oopaigh,31,31,55,-25,47575,-9025
Oopaigs,40,31,55,-25,47575,2495
Oopailf,30,31,55,-25,47575,-10305
Oopailks,32,31,55,-25,47575,-7745
Oopailn,37,31,55,-25,47575,-1345
Oopails,41,31,55,-25,47575,3775
Oopaing,26,34,42,3815,30935,-15425
Oopaink,28,34,42,3815,30935,-12865
Oopainn,30,34,42,3815,30935,-10305
Oopaint,35,34,42,3815,30935,-3905
Oopainz,41,34,42,3815,30935,3775
Oopairph,36,31,55,-25,47575,-2625
Oopairphs,45,34,42,3815,30935,8895
Oopairrs,39,34,42,3815,30935,1215
Oopairsch,44,34,42,3815,30935,7615
Oopaisly,33,31,55,-25,47575,-6465
Oopaiss,37,34,42,3815,30935,-1345
Oopaist,38,34,42,3815,30935,-65
Oopaisty,48,34,42,3815,30935,12735
Oorb Aowsy,34,34,32,3815,18135,-5185
Oorb Auscs,40,34,34,3815,20695,2495
Oorb Auwsy,42,34,34,3815,20695,5055
Oorb Bre,32,34,42,3815,30935,-7745
Oorb Briae,34,34,42,3815,30935,-5185
Oorb Broae,40,34,42,3815,30935,2495
Oorb Brou,42,34,42,3815,30935,5055
Oorb Chrea,34,34,40,3815,28375,-5185
Oorb Chruia,40,34,40,3815,28375,2495
Oord Brue,24,34,42,3815,30935,-17985
Oord Chreou,26,34,40,3815,28375,-15425
Oorld Brai,27,34,42,3815,30935,-14145
Oorld Chreou,27,34,40,3815,28375,-14145
Oorld Chrie,25,34,40,3815,28375,-16705
Ooscs Aeb,31,32,8,1255,-12585,-9025
Ooscs Aescs,53,32,8,1255,-12585,19135
Ooscs Aewsy,55,32,8,1255,-12585,21695
Ooscs Ain,55,32,10,1255,-10025,21695
Ooscs Airg,31,32,10,1255,-10025,-9025
Ooscs Airgh,23,32,10,1255,-10025,-19265
Ooscs Airl,31,33,10,2535,-10025,-9025
Ooscs Aob,31,32,32,1255,18135,-9025
Ooscs Aoc,61,32,32,1255,18135,29375
Ooscs Aub,55,32,34,1255,20695,21695
Ooscs Auc,21,33,34,2535,20695,-21825
Ooscs Auf,31,33,34,2535,20695,-9025
Ooscs Auscs,61,32,34,1255,20695,29375
Ooscs Ausms,53,33,34,2535,20695,19135
Ooscs Auwsy,63,32,34,1255,20695,31935
Ooscs Bra,23,32,42,1255,30935,-19265
Ooscs Breae,55,33,42,2535,30935,21695
Ooscs Briae,55,32,42,1255,30935,21695
Ooscs Broae,61,32,42,1255,30935,29375
Ooscs Bru,61,33,42,2535,30935,29375
Ooscs Chraae,21,33,40,2535,28375,-21825
Ooscs Chraea,21,32,40,1255,28375,-21825
Ooscs Chrea,55,32,40,1255,28375,21695
Ooscs Chreau,23,33,40,2535,28375,-19265
Ooscs Chree,29,33,40,2535,28375,-11585
Ooscs Chreou,31,32,40,1255,28375,-9025
Ooscs Chrie,29,32,40,1255,28375,-11585
Ooscs Chroa,63,32,40,1255,28375,31935
Ooscs Chruia,61,32,40,1255,28375,29375
Ooscs Fleau,23,32,32,1255,18135,-19265
Ooscs Fraae,29,32,34,1255,20695,-11585
Ooscs Freau,31,32,34,1255,20695,-9025
Ooscs Free,53,32,34,1255,20695,19135
Ooscs Froa,23,32,34,1255,20695,-19265
Ooscs Phlai,29,32,8,1255,-12585,-11585
Ooscs Phylio,53,33,40,2535,28375,19135
Ooscs Phyloi,61,33,40,2535,28375,29375
Ooscs Scraa,53,33,32,2535,18135,19135
Ooscs Scroe,21,33,32,2535,18135,-21825
Ooscs Scroea,29,33,32,2535,18135,-11585
Ooshaich,14,33,32,2535,18135,-30785
Ooshaim,23,33,32,2535,18135,-19265
Ooshaird,15,33,32,2535,18135,-29505
Ooshairg,22,33,32,2535,18135,-20545
Ooshairld,16,33,32,2535,18135,-28225
Ootoff,31,31,17,-25,-1065,-9025
Ootokh,33,31,17,-25,-1065,-6465
Ootordy,24,31,17,-25,-1065,-17985
Ootorst,25,31,17,-25,-1065,-16705
Ootosky,34,31,17,-25,-1065,-5185
Ootosps,32,31,17,-25,-1065,-7745
Oototls,16,31,17,-25,-1065,-28225
Ootots,20,31,17,-25,-1065,-23105
Oovsky Fruia,69,32,34,1255,20695,39615
Ophokh,42,30,19,-1305,1495,5055
Oshont,44,30,19,-1305,1495,7615
Oshords,61,30,19,-1305,1495,29375
Oshoss,46,30,19,-1305,1495,10175
Oshost,47,30,19,-1305,1495,11455
Oshosty,57,30,19,-1305,1495,24255
Oub Aoc,44,34,33,3815,19415,7615
Oub Aoscs,36,34,33,3815,19415,-2625
Oub Aowsy,38,34,33,3815,19415,-65
Oub Auscs,44,34,35,3815,21975,7615
Oub Bre,36,34,43,3815,32215,-2625
Oub Briae,38,34,43,3815,32215,-65
Oub Chraei,36,34,41,3815,29655,-2625
Oub Chrea,38,34,41,3815,29655,-65
Ouc Chreou,27,34,41,3815,29655,-14145
Ouc Freau,27,34,35,3815,21975,-14145
Ouchont,47,32,17,1255,-1065,11455
Ouchonz,53,32,17,1255,-1065,19135
Ouchorphs,57,32,17,1255,-1065,24255
Ouchorrs,51,32,17,1255,-1065,16575
Ouchorsch,56,32,17,1255,-1065,22975
Ouchost,50,32,17,1255,-1065,15295
Ouchosty,60,32,17,1255,-1065,28095
Ouchoth,61,32,17,1255,-1065,29375
Ouchoxy,55,32,17,1255,-1065,21695
Ouctorks,40,34,32,3815,18135,2495
Ouctorps,42,34,32,3815,18135,5055
Oud Chreou,30,34,41,3815,29655,-10305
Oud Chria,22,34,41,3815,29655,-20545
Oud Chrie,28,34,41,3815,29655,-12865
Oud Flee,28,34,33,3815,19415,-12865
Oud Freau,30,34,35,3815,21975,-10305
Oudairnt,39,30,40,-1305,28375,1215
Oudaitt,40,30,40,-1305,28375,2495
Oudolch,29,31,7,-25,-13865,-11585
Oudomy,30,31,7,-25,-13865,-10305
Oudory,31,31,7,-25,-13865,-9025
Oufaih,57,33,27,2535,11735,24255
Oufains,51,30,40,-1305,28375,16575
Oufainz,58,30,40,-1305,28375,25535
Oufaisc,42,30,40,-1305,28375,5055
Oufaish,44,30,40,-1305,28375,7615
Oufaisk,46,30,40,-1305,28375,10175
Oufaisp,50,30,40,-1305,28375,15295
Oufaists,63,30,40,-1305,28375,31935
Oufaisy,59,30,40,-1305,28375,26815
Oufaixy,60,30,40,-1305,28375,28095
Oumbab,29,32,55,1255,47575,-11585
Oumbac,32,32,55,1255,47575,-7745
Oumbad,33,32,55,1255,47575,-6465
Oumbaf,35,32,55,1255,47575,-3905
Oumbailt,20,32,55,1255,47575,-23105
Oumbailz,26,32,55,1255,47575,-15425
Oumbainth,27,32,55,1255,47575,-14145
Oumbaiphs,28,32,55,1255,47575,-12865
Oumbaiqs,22,32,55,1255,47575,-20545
Oumbairps,23,32,55,1255,47575,-19265
Oumbants,41,32,55,1255,47575,3775
Oumbascs,30,32,55,1255,47575,-10305
Oumbasms,36,32,55,1255,47575,-2625
Oumbavsky,34,32,55,1255,47575,-5185
Oupaigs,52,32,55,1255,47575,17855
Oupailf,42,32,55,1255,47575,5055
Oupailks,44,32,55,1255,47575,7615
Oupails,53,32,55,1255,47575,19135
Oupairph,48,32,55,1255,47575,12735
Oupairsts,51,32,55,1255,47575,16575
Oupaisly,45,32,55,1255,47575,8895
Oupaivvy,54,32,55,1255,47575,20415
Ouphairnt,6,31,45,-25,34775,-41025
Ouphaitt,7,31,45,-25,34775,-39745
Ouscs Aoc,45,34,33,3815,19415,8895
Ouscs Aoscs,37,34,33,3815,19415,-1345
Ouscs Aowsy,39,34,33,3815,19415,1215
Ouscs Aub,39,34,35,3815,21975,1215
Ouscs Briae,39,34,43,3815,32215,1215
Ouscs Chrea,39,34,41,3815,29655,1215
Ouscs Chruia,45,34,41,3815,29655,8895
Oushaick,31,34,32,3815,18135,-9025
Oushaidy,20,31,45,-25,34775,-23105
Oushail,33,34,32,3815,18135,-6465
Oushaills,30,34,32,3815,18135,-10305
Oushaim,35,34,32,3815,18135,-3905
Oushain,36,34,32,3815,18135,-2625
Oushaind,8,31,45,-25,34775,-38465
Oushaing,10,31,45,-25,34775,-35905
Oushaink,12,31,45,-25,34775,-33345
Oushaint,19,31,45,-25,34775,-24385
Oushairgh,32,34,32,3815,18135,-7745
Oushairld,28,34,32,3815,18135,-12865
Oushaisc,9,31,45,-25,34775,-37185
Oushaiss,21,31,45,-25,34775,-21825
Oushaist,22,31,45,-25,34775,-20545
Outaib,29,29,30,-2585,15575,-11585
Outaich,42,29,30,-2585,15575,5055
Outaid,33,29,30,-2585,15575,-6465
Outaidst,37,29,30,-2585,15575,-1345
Outaif,35,29,30,-2585,15575,-3905
Outaig,38,29,30,-2585,15575,-65
Outaih,40,29,30,-2585,15575,2495
Outaints,41,29,30,-2585,15575,3775
Outairb,39,29,30,-2585,15575,1215
Outaiscs,30,29,30,-2585,15575,-10305
Outaivsky,34,29,30,-2585,15575,-5185
Outopps,38,32,17,1255,-1065,-65
Outoppy,42,32,17,1255,-1065,5055
Outords,29,32,17,1255,-1065,-11585
Outordy,36,32,17,1255,-1065,-2625
Outorns,31,32,17,1255,-1065,-9025
Outorst,37,32,17,1255,-1065,-1345
Outotch,40,32,17,1255,-1065,2495
Outotl,27,32,17,1255,-1065,-14145
Outott,35,32,17,1255,-1065,-3905
Outotz,39,32,17,1255,-1065,1215
Ouvsky Chria,23,34,41,3815,29655,-19265
Ouvsky Freau,31,34,35,3815,21975,-9025
Ovadst,34,30,57,-1305,50135,-5185
Ovaf,32,30,57,-1305,50135,-7745
Ovah,37,30,57,-1305,50135,-1345
Ovarb,36,30,57,-1305,50135,-2625
Ovasms,33,30,57,-1305,50135,-6465
Ovoft,14,31,24,-25,7895,-30785
Ovoks,15,31,24,-25,7895,-29505
Ovoky,21,31,24,-25,7895,-21825
Ovomly,23,31,24,-25,7895,-19265
Ovopp,13,31,24,-25,7895,-32065
Ovopr,16,31,24,-25,7895,-28225
Ovops,17,31,24,-25,7895,-26945
Ovorth,10,31,24,-25,7895,-35905
Ovorts,20,31,24,-25,7895,-23105
Ovoths,11,31,24,-25,7895,-34625
Owailf,39,30,57,-1305,50135,1215
Owailk,43,30,57,-1305,50135,6335
Owaill,44,30,57,-1305,50135,7615
Owailn,46,30,57,-1305,50135,10175
Owainch,62,33,44,2535,33495,30655
Owairphs,54,33,44,2535,33495,20415
Owairps,55,30,57,-1305,50135,21695
Owaisy,51,33,44,2535,33495,16575
Owaisys,56,33,44,2535,33495,22975
Owaitls,60,33,44,2535,33495,28095
Peangia,43,30,14,-1305,-4905,6335
Pha Aeb,31,32,13,1255,-6185,-9025
Pha Aef,23,33,13,2535,-6185,-19265
Pha Aescs,53,32,13,1255,-6185,19135
Pha Aewsy,55,32,13,1255,-6185,21695
Pha Aihn,21,33,15,2535,-3625,-21825
Pha Aim,53,32,15,1255,-3625,19135
Pha Ain,55,32,15,1255,-3625,21695
Pha Aiq,29,33,15,2535,-3625,-11585
Pha Airg,31,32,15,1255,-3625,-9025
Pha Airgh,23,32,15,1255,-3625,-19265
Pha Airl,31,33,15,2535,-3625,-9025
Pha Aob,31,32,37,1255,24535,-9025
Pha Aoscs,53,32,37,1255,24535,19135
Pha Aowsy,55,32,37,1255,24535,21695
Pha Auc,21,33,39,2535,27095,-21825
Pha Aud,23,33,39,2535,27095,-19265
Pha Auscs,61,32,39,1255,27095,29375
Pha Auvsky,29,33,39,2535,27095,-11585
Pha Bra,23,32,47,1255,37335,-19265
Pha Brao,29,33,47,2535,37335,-11585
Pha Brau,31,33,47,2535,37335,-9025
Pha Bre,53,32,47,1255,37335,19135
Pha Bri,23,33,47,2535,37335,-19265
Pha Briae,55,32,47,1255,37335,21695
Pha Bro,53,33,47,2535,37335,19135
Pha Chraae,21,33,45,2535,34775,-21825
Pha Chrea,55,32,45,1255,34775,21695
Pha Chree,29,33,45,2535,34775,-11585
Pha Chria,23,32,45,1255,34775,-19265
Pha Chruia,61,32,45,1255,34775,29375
Pha Euhn,31,32,7,1255,-13865,-9025
Pha Flaae,21,32,37,1255,24535,-21825
Pha Fleau,23,32,37,1255,24535,-19265
Pha Flee,29,32,37,1255,24535,-11585
Pha Free,53,32,39,1255,27095,19135
Pha Froa,23,32,39,1255,27095,-19265
Pha Phlai,29,32,13,1255,-6185,-11585
Pha Phylio,53,33,45,2535,34775,19135
Pha Phyloe,31,33,45,2535,34775,-9025
Pha Screia,61,33,37,2535,24535,29375
Pha Scroi,31,33,37,2535,24535,-9025
Pha Scrua,55,33,37,2535,24535,21695
Phaa Aed,43,32,13,1255,-6185,6335
Phaa Aeh,41,33,13,2535,-6185,3775
Phaa Aics,43,33,15,2535,-3625,6335
Phaa Ain,35,32,15,1255,-3625,-3905
Phaa Air,33,33,15,2535,-3625,-6465
Phaa Aoc,41,32,37,1255,24535,3775
Phaa Aub,35,32,39,1255,27095,-3905
Phaa Audst,35,33,39,2535,27095,-3905
Phaa Aug,41,33,39,2535,27095,3775
Phaa Aurb,43,33,39,2535,27095,6335
Phaa Brai,11,32,47,1255,37335,-34625
Phaa Breae,35,33,47,2535,37335,-3905
Phaa Briae,35,32,47,1255,37335,-3905
Phaa Bro,33,33,47,2535,37335,-6465
Phaa Bru,41,33,47,2535,37335,3775
Phaa Chraei,33,32,45,1255,34775,-6465
Phaa Chrie,9,32,45,1255,34775,-37185
Phaa Chroa,43,32,45,1255,34775,6335
Phaa Chruia,41,32,45,1255,34775,3775
Phaa Eur,43,32,7,1255,-13865,6335
Phaa Eurl,41,32,7,1255,-13865,3775
Phaa Fraae,9,32,39,1255,27095,-37185
Phaa Free,33,32,39,1255,27095,-6465
Phaa Phylaa,43,33,45,2535,34775,6335
Phaa Phyloi,41,33,45,2535,34775,3775
Phae Aeb,26,32,13,1255,-6185,-15425
Phae Aedst,26,33,13,2535,-6185,-15425
Phae Aeg,48,33,13,2535,-6185,12735
Phae Aescs,48,32,13,1255,-6185,12735
Phae Aewsy,50,32,13,1255,-6185,15295
Phae Aick,16,32,15,1255,-3625,-28225
Phae Aihm,56,32,15,1255,-3625,22975
Phae Aim,48,32,15,1255,-3625,12735
Phae Aip,58,32,15,1255,-3625,25535
Phae Airm,50,33,15,2535,-3625,15295
Phae Aob,26,32,37,1255,24535,-15425
Phae Aoc,56,32,37,1255,24535,22975
Phae Aoscs,48,32,37,1255,24535,12735
Phae Aud,18,33,39,2535,27095,-25665
Phae Auf,26,33,39,2535,27095,-15425
Phae Auscs,56,32,39,1255,27095,22975
Phae Auvsky,24,33,39,2535,27095,-17985
Phae Braea,58,33,47,2535,37335,25535
Phae Brao,24,33,47,2535,37335,-17985
Phae Brau,26,33,47,2535,37335,-15425
Phae Broae,56,32,47,1255,37335,22975
Phae Chraae,16,33,45,2535,34775,-28225
Phae Chraea,16,32,45,1255,34775,-28225
Phae Chree,24,33,45,2535,34775,-17985
Phae Chreou,26,32,45,1255,34775,-15425
Phae Chria,18,32,45,1255,34775,-25665
Phae Chrie,24,32,45,1255,34775,-17985
Phae Chruia,56,32,45,1255,34775,22975
Phae Euq,50,32,7,1255,-13865,15295
Phae Flaae,16,32,37,1255,24535,-28225
Phae Fleau,18,32,37,1255,24535,-25665
Phae Fraae,24,32,39,1255,27095,-17985
Phae Froa,18,32,39,1255,27095,-25665
Phae Phlai,24,32,13,1255,-6185,-17985
Phae Phlue,18,32,13,1255,-6185,-25665
Phae Phylio,48,33,45,2535,34775,12735
Phae Phyloi,56,33,45,2535,34775,22975
Phae Scraa,48,33,37,2535,24535,12735
Phae Scroe,16,33,37,2535,24535,-28225
Phaea Freau,27,34,39,3815,27095,-14145
Phai Flaae,65,32,37,1255,24535,34495
Phai Fruia,65,32,39,1255,27095,34495
Phao Aoc,40,34,37,3815,24535,2495
Phao Aod,42,34,37,3815,24535,5055
Phao Aowsy,34,34,37,3815,24535,-5185
Phao Aub,34,34,39,3815,27095,-5185
Phao Bre,32,34,47,3815,37335,-7745
Phao Briae,34,34,47,3815,37335,-5185
Phao Chraei,32,34,45,3815,34775,-7745
Phao Chroa,42,34,45,3815,34775,5055
Phao Free,32,34,39,3815,27095,-7745
Phau Aoc,41,34,37,3815,24535,3775
Phau Aod,43,34,37,3815,24535,6335
Phau Aoscs,33,34,37,3815,24535,-6465
Phau Aub,35,34,39,3815,27095,-3905
Phau Bre,33,34,47,3815,37335,-6465
Phau Broae,41,34,47,3815,37335,3775
Phau Chroa,43,34,45,3815,34775,6335
Phau Free,33,34,39,3815,27095,-6465
Pheae Aoc,45,34,37,3815,24535,8895
Pheae Aowsy,39,34,37,3815,24535,1215
Pheae Bre,37,34,47,3815,37335,-1345
Pheae Chraei,37,34,45,3815,34775,-1345
Pheae Chrea,39,34,45,3815,34775,1215
Pheia Aeg,37,33,13,2535,-6185,-1345
Pheia Aewsy,39,32,13,1255,-6185,1215
Pheia Aihm,45,32,15,1255,-3625,8895
Pheia Ain,39,32,15,1255,-3625,1215
Pheia Aug,45,33,39,2535,27095,8895
Pheia Auscs,45,32,39,1255,27095,8895
Pheia Auwsy,47,32,39,1255,27095,11455
Pheia Bra,7,32,47,1255,37335,-39745
Pheia Braea,47,33,47,2535,37335,11455
Pheia Brai,15,32,47,1255,37335,-29505
Pheia Briae,39,32,47,1255,37335,1215
Pheia Bru,45,33,47,2535,37335,8895
Pheia Chraei,37,32,45,1255,34775,-1345
Pheia Chreou,15,32,45,1255,34775,-29505
Pheia Chria,7,32,45,1255,34775,-39745
Pheia Euq,39,32,7,1255,-13865,1215
Pheia Flee,13,32,37,1255,24535,-32065
Pheia Fraae,13,32,39,1255,27095,-32065
Pheia Freau,15,32,39,1255,27095,-29505
